context,word,kind,important,skip,notes
inflections,taboo,common,1,"",""
inflections,taboos,common,1,"",""
inflections,tabood,rare,1,"",""
inflections,tabooed,forbidden,1,"",""
inflections,tabooer,rare,1,"",""
inflections,tabooest,rare,1,"",""
inflections,impromptu,common,1,"",""
inflections,impromptus,rare,1,"",""
inflections,impromptud,forbidden,1,"",""
inflections,impromptued,forbidden,1,"",""
inflections,impromptuer,rare,1,"",""
inflections,impromptuest,rare,1,"",""
inflections,happy,common,1,"",""
inflections,happyer,forbidden,1,"",""
inflections,happier,common,1,"",""
inflections,happyest,forbidden,1,"",""
inflections,happiest,common,1,"",""
inflections,ant,common,1,"",""
inflections,ants,common,1,"",""
inflections,anting,forbidden,1,"",""
inflections,buddier,forbidden,1,"",""
inflections,drabbed,forbidden,1,"",""
spurious inherited frequency,kitchening,forbidden,1,"",""
spurious inherited frequency,cousining,forbidden,1,"",""
spurious inherited frequency,jealousing,forbidden,1,"",""
spurious inherited frequency,beautying,forbidden,1,"",""
spurious inherited frequency,opinioning,forbidden,1,"",""
spurious inherited frequency,attorneying,forbidden,1,"",""
spurious inherited frequency,televisioning,forbidden,1,"",""
spurious inherited frequency,permissioning,forbidden,1,"",""
spurious inherited frequency,secretarying,forbidden,1,"",""
spurious inherited frequency,missioning,forbidden,1,"",""
spurious inherited frequency,conversationing,forbidden,1,"",""
spurious inherited frequency,dearing,forbidden,1,"",""
spurious inherited frequency,deering,forbidden,1,"",""
hyphenated words / without existing final words,avant-garde,common,1,"",""
hyphenated words / without existing final words,cul-de-sac,common,1,"",""
hyphenated words / without existing final words,culs-de-sac,uncommon,1,"",""
hyphenated words / without existing final words,cul-de-sacs,common,1,"",""
hyphenated words / without existing final words,culdesac,forbidden,1,"",""
hyphenated words / without existing final words,culdesacs,forbidden,1,"",""
hyphenated words / without existing final words,hoity-toity,common_ish,1,"",""
hyphenated words / without existing final words,hoity-toitys,forbidden,1,"",""
hyphenated words / without existing final words,hoity-toities,forbidden,1,"",""
hyphenated words / without existing final words,namby-pamby,common_ish,1,"",""
hyphenated words / without existing final words,namby-pambys,forbidden,1,"",""
hyphenated words / without existing final words,namby-pambies,rare,1,"",""
hyphenated words / without existing final words,coco-de-mer,rare_ish,1,"",""
hyphenated words / without existing final words,sans-culotte,rare_ish,1,"",""
hyphenated words / without existing final words,sans-culottes,rare_ish,1,"",""
hyphenated words / without existing final words,dinky-di,rare,1,"",""
hyphenated words / without existing final words,topsy-turvy,common_ish,1,"",""
hyphenated words / without existing final words,topsy-turvies,rare,1,"",""
hyphenated words / without existing final words,topsy-turvys,forbidden,1,"",""
hyphenated words / without existing final words,topsy-turvying,forbidden,1,"",""
hyphenated words / without existing final words,topsy-turvier,rare_ish,1,"",""
hyphenated words / without existing final words,topsy-turviest,rare_ish,1,"",""
hyphenated words / without existing final words,boogie-woogie,forbidden,1,"",""
hyphenated words / without existing final words,hanky-panky,forbidden,1,"",""
hyphenated words / without existing final words,heebie-jeebie,forbidden,1,"",""
hyphenated words / without existing final words,heebie-jeebies,forbidden,1,"",""
hyphenated words / without existing final words,hara-kiri,forbidden,1,"",""
hyphenated words / without existing final words,itsy-bitsy,common_ish,1,"",""
hyphenated words / without existing final words,hurdy-gurdy,rare_ish,1,1,""
hyphenated words / without existing final words,okey-dokey,common_ish,1,1,""
hyphenated words / without existing final words,tutti-frutti,forbidden,1,"",""
hyphenated words / without existing final words,willy-nilly,common_ish,1,"",""
hyphenated words / without existing final words,pell-mell,forbidden,1,"",""
hyphenated words / without existing final words,flim-flam,forbidden,1,"",""
hyphenated words / without existing final words,savoir-faire,common_ish,1,1,""
hyphenated words / without existing final words,papier-mache,common_ish,1,"",""
hyphenated words / without existing final words,pince-nez,forbidden,1,"",""
hyphenated words / without existing final words,cock-a-doodle-doo,common_ish,1,1,""
hyphenated words / without existing final words,roly-poly,common_ish,1,"",""
hyphenated words / with existing final words,ping-pong,common_ish,1,1,""
hyphenated words / with existing final words,yo-yo,common,1,"",""
hyphenated words / with existing final words,yoyo,forbidden,1,"",""
hyphenated words / with existing final words,about-face,rare,1,"",""
hyphenated words / with existing final words,face-to-face,rare,1,"",""
hyphenated words / with existing final words,good-looking,rare,1,"",""
hyphenated words / with existing final words,eye-catching,rare,1,"",""
hyphenated words / with existing final words,long-term,rare,1,"",""
hyphenated words / with existing final words,record-breaking,rare,1,"",""
hyphenated words / with existing final words,laid-back,rare,1,"",""
hyphenated words / with existing final words,one-sided,rare,1,1,""
hyphenated words / with existing final words,non-stop,rare,1,"",""
hyphenated words / with existing final words,one-way,rare,1,"",""
hyphenated words / with existing final words,two-way,rare,1,"",""
hyphenated words / with existing final words,well-known,rare,1,"",""
hyphenated words / with existing final words,well-being,rare,1,"",""
hyphenated words / with existing final words,old-fashioned,forbidden,1,"",""
hyphenated words / with existing final words,oldfashioned,forbidden,1,"",""
hyphenated words / with existing final words,left-handed,rare,1,"",""
hyphenated words / with existing final words,mother-in-law,rare,1,"",""
hyphenated words / with existing final words,nitty-gritty,rare,1,"",""
hyphenated words / with existing final words,helter-skelter,rare_ish,1,"",""
hyphenated words / with existing final words,self-defense,rare,1,"",""
hyphenated words / with existing final words,up-to-date,rare,1,"",""
hyphenated words / with existing final words,ding-dong,rare,1,"",""
hyphenated words / with existing final words,boo-boo,rare_ish,1,"",""
hyphenated words / with existing final words,aye-aye,rare,1,"",""
hyphenated words / with existing final words,ha-ha,rare,1,"",""
hyphenated words / with existing final words,so-so,rare,1,"",""
hyphenated words / with existing final words,badass,common,1,"",""
hyphenated words / with existing final words,bad-ass,forbidden,1,"",""
hyphenated words / with existing final words,checkup,common,1,"",""
hyphenated words / with existing final words,check-up,forbidden,1,"",""
hyphenated words / with existing final words,heads-up,forbidden,1,"",""
hyphenated words / with existing final words,headsup,forbidden,1,"",""
hyphenated words / with existing final words,self-portrait,forbidden,1,"",""
hyphenated words / with existing final words,self-portraits,forbidden,1,"",""
hyphenated words / with existing final words,selfportrait,forbidden,1,"",""
hyphenated words / with existing final words,selfportraits,forbidden,1,"",""
hyphenated words / with existing final words,babysit,common,1,"",""
hyphenated words / with existing final words,baby-sit,forbidden,1,"",""
hyphenated words / with existing final words,babysitter,common,1,"",""
hyphenated words / with existing final words,baby-sitter,forbidden,1,"",""
hyphenated words / with existing final words,babysitting,common,1,"",""
hyphenated words / with existing final words,baby-sitting,forbidden,1,"",""
hyphenated words / with existing final words,psychosocial,uncommon,1,"",""
hyphenated words / with existing final words,psycho-social,forbidden,1,"",""
hyphenated words / with existing final words,ad-hoc,common,1,"",""
hyphenated words / with existing final words,adhoc,forbidden,1,"",""
hyphenated words / with existing final words,ad-lib,common,1,"",""
hyphenated words / with existing final words,adlib,forbidden,1,"",""
hyphenated words / with existing final words,able-bodied,forbidden,1,"",""
hyphenated words / with existing final words,ablebodied,forbidden,1,"",""
hyphenated words / with existing final words,non-paying,uncommon,1,"",""
hyphenated words / with existing final words,nonpaying,forbidden,1,"",""
hyphenated words / with existing final words,nonpoisonous,uncommon,1,"",""
hyphenated words / with existing final words,non-poisonous,forbidden,1,"",""
explicitly forbidden,gypsy,forbidden,1,"",""
explicitly forbidden,gypsys,forbidden,1,"",""
explicitly forbidden,gypsies,forbidden,1,"",""
explicitly forbidden,gypsyism,forbidden,1,"",""
explicitly forbidden,gypsyisms,forbidden,1,"",""
explicitly forbidden,gypsying,forbidden,1,"",""
explicitly forbidden,gyp,forbidden,1,"",""
explicitly forbidden,gypped,forbidden,1,"",""
explicitly forbidden,gypping,forbidden,1,"",""
explicitly forbidden,tranny,forbidden,1,"",""
explicitly forbidden,trannys,forbidden,1,"",""
explicitly forbidden,trannies,forbidden,1,"",""
explicitly forbidden,trannies,forbidden,1,"",""
explicitly forbidden,trannying,forbidden,1,"",""
explicitly forbidden,faggot,forbidden,1,"",""
explicitly forbidden,fag,common,1,"",this is fine I guess
explicitly forbidden,spic,forbidden,1,"",""
explicitly forbidden,spics,forbidden,1,"",""
explicitly forbidden,spice,common,1,"",naive prefix matching is too broad
common_words.txt,bluejeans,uncommon,1,"",""
common_words.txt,fedex,uncommon,1,"",""
common_words.txt,flyby,common,1,"",""
common_words.txt,golly,common,1,"",""
common_words.txt,gotcha,common,1,"",""
common_words.txt,horsey,common,1,"",""
common_words.txt,jacuzzi,common,1,"",""
common_words.txt,oversell,common_ish,1,"",""
common_words.txt,oversold,common_ish,1,"",""
common_words.txt,something,common,1,"",""
common_words.txt,tootsie,common,1,"",""
common_words.txt,tremens,rare_ish,1,"",""
common_words.txt,waterbed,common,1,"",""
common_words.txt,waterbeds,common,1,"",""
common_words.txt,willie,uncommon,1,"",""
common_words.txt,accelerant,common,1,"",""
common_words.txt,accelerants,common,1,"",""
common_words.txt,acceleranted,rare,1,"",""
common_words.txt,annualize,rare_ish,1,"",""
common_words.txt,annualizes,rare_ish,1,"",""
common_words.txt,annualized,rare_ish,1,"",""
common_words.txt,annualizee,forbidden,1,"",""
common_words.txt,annualizees,forbidden,1,"",""
common_words.txt,antidrug,uncommon,1,"",""
common_words.txt,antismoking,uncommon,1,"",""
common_words.txt,audiophile,common,1,"",""
common_words.txt,audiophiles,common,1,"",""
common_words.txt,bankshare,uncommon,1,"",""
common_words.txt,bankshares,uncommon,1,"",""
common_words.txt,carjack,common_ish,1,"",""
common_words.txt,carjacker,common_ish,1,"",""
common_words.txt,carjackers,common_ish,1,"",""
common_words.txt,carjacking,common_ish,1,"",""
common_words.txt,cataloging,common,1,"",""
common_words.txt,catalogging,forbidden,1,"",""
common_words.txt,clocker,common,1,"",""
common_words.txt,clockers,common,1,"",""
common_words.txt,departmentalize,common_ish,1,"",""
common_words.txt,departmentalized,common_ish,1,"",""
common_words.txt,departmentalizes,common_ish,1,"",""
common_words.txt,departmentalization,common_ish,1,"",""
common_words.txt,deregulate,common_ish,1,"",""
common_words.txt,deregulated,common_ish,1,"",""
common_words.txt,deregulates,common_ish,1,"",""
common_words.txt,deregulation,common_ish,1,"",""
common_words.txt,deregulator,common_ish,1,"",""
common_words.txt,deregulators,common_ish,1,"",""
common_words.txt,dewire,rare_ish,1,"",""
common_words.txt,doomsayer,common,1,"",""
common_words.txt,doomsayers,common,1,"",""
common_words.txt,endeavored,common,1,"",""
common_words.txt,entrail,common,1,"",""
common_words.txt,entrails,common,1,"",""
common_words.txt,ethnomusicologist,uncommon,1,"",""
common_words.txt,ferromagnet,uncommon,1,"",""
common_words.txt,glock,common_ish,1,"",""
common_words.txt,gramophone,common,1,"",""
common_words.txt,gramophons,forbidden,1,"",""
common_words.txt,gramophones,common,1,"",""
common_words.txt,gramaphone,forbidden,1,"",""
common_words.txt,gramaphones,forbidden,1,"",""
common_words.txt,grandbabies,common_ish,1,"",""
common_words.txt,grandbaby,common_ish,1,"",""
common_words.txt,gussied,common,1,"",""
common_words.txt,gussy,common,1,"",""
common_words.txt,herniate,common_ish,1,"",""
common_words.txt,homosapiens,forbidden,1,"",""
common_words.txt,longspur,uncommon,1,"",""
common_words.txt,longspurs,uncommon,1,"",""
common_words.txt,mindboggling,uncommon,1,"",""
common_words.txt,multiline,uncommon,1,"",""
common_words.txt,nighter,rare_ish,1,"as in 'all-nighter'",""
common_words.txt,nighters,rare_ish,1,"as in 'all-nighters'",""
common_words.txt,nighting,forbidden,1,"",""
common_words.txt,knighting,common,1,"",""
common_words.txt,norlander,rare,1,"",""
common_words.txt,norlanders,rare,1,"",""
common_words.txt,overbuild,uncommon,1,"",""
common_words.txt,overbuilding,uncommon,1,"",""
common_words.txt,pompom,common,1,"",""
common_words.txt,pompoms,common,1,"",""
common_words.txt,reallowance,uncommon,1,"",""
common_words.txt,rebook,uncommon,1,"",""
common_words.txt,rebooked,uncommon,1,"",""
common_words.txt,rebooks,uncommon,1,"",""
common_words.txt,rebooking,uncommon,1,"",""
common_words.txt,recapitalization,rare,1,"",""
common_words.txt,recapitalizations,rare,1,"",""
common_words.txt,recordkeeping,rare,1,"",""
common_words.txt,refile,common,1,"",""
common_words.txt,refiled,common,1,"",""
common_words.txt,refiles,common,1,"",""
common_words.txt,renationalize,rare,1,"",""
common_words.txt,renationalized,rare,1,"",""
common_words.txt,rezoning,common_ish,1,"",""
common_words.txt,servicer,common_ish,1,"",""
common_words.txt,sharecrop,common_ish,1,"",""
common_words.txt,slusher,common_ish,1,"",""
common_words.txt,smartcard,rare_ish,1,"",""
common_words.txt,stockbroker,common,1,"",""
common_words.txt,stockbroking,uncommon,1,"",""
common_words.txt,subtype,common,1,"",""
common_words.txt,subtyping,common,1,"",""
common_words.txt,supercenter,common,1,"",""
common_words.txt,tavernier,common_ish,1,"",""
common_words.txt,wiseguy,uncommon,1,"",""
common_words.txt,yikes,common,1,"",""
common_words.txt,blowdry,uncommon,1,"",""
common_words.txt,chilies,common,1,"",""
common_words.txt,cush,common,1,"",""
common_words.txt,gangbuster,common,1,"",""
common_words.txt,glassmaker,common_ish,1,1,""
common_words.txt,glassmaking,common_ish,1,"",""
common_words.txt,glassmake,forbidden,1,"",""
common_words.txt,glassmakes,forbidden,1,"",""
common_words.txt,glassmade,rare,1,"",""
common_words.txt,grandkids,common,1,"",""
common_words.txt,grinch,common,1,"",""
common_words.txt,humored,common,1,"",""
common_words.txt,humoring,common,1,"",""
common_words.txt,institutionalist,uncommon,1,"",""
common_words.txt,pour,common,1,"",""
common_words.txt,poured,common,1,"",""
common_words.txt,pouring,common,1,"",""
common_words.txt,downpour,common_ish,1,"",""
tacommon_words.txt,downpoured,common_ish,1,"",""
common_words.txt,downpouring,common_ish,1,"",""
common_words.txt,outpour,common_ish,1,"",""
common_words.txt,outpoured,common_ish,1,"",""
common_words.txt,outpouring,common_ish,1,"",""
common_words.txt,recon,common,1,"",""
common_words.txt,redistricting,uncommon,1,"",""
common_words.txt,regionalize,uncommon,1,"",""
common_words.txt,regionalized,uncommon,1,"",""
common_words.txt,regionalizes,uncommon,1,"",""
common_words.txt,regionalizing,uncommon,1,"",""
common_words.txt,scientologist,common,1,"",""
common_words.txt,scientologists,common,1,"",""
common_words.txt,scoping,common,1,"",""
common_words.txt,sensationalize,common,1,"",""
common_words.txt,sensationalized,common,1,"",""
common_words.txt,sensationalizes,common,1,"",""
common_words.txt,sensationalizing,common,1,"",""
common_words.txt,shant,forbidden,1,"",""
common_words.txt,shan't,common,1,"",""
common_words.txt,shader,common,1,"",""
common_words.txt,shortchange,common,1,"",""
common_words.txt,shortchanged,common,1,"",""
common_words.txt,superhero,common,1,"",""
common_words.txt,superheros,forbidden,1,"",""
common_words.txt,superheroes,common,1,"",""
common_words.txt,unsubscribe,common_ish,1,"",""
common_words.txt,upsize,common,1,"",""
common_words.txt,upsizing,common,1,"",""
common_words.txt,finessed,common,1,"",""
common_words.txt,getter,common,1,"",""
common_words.txt,getters,common,1,"",""
common_words.txt,wire,common,1,"",""
common_words.txt,wires,common,1,"",""
common_words.txt,wired,common,1,"",""
common_words.txt,wiring,common,1,"",""
common_words.txt,wireing,forbidden,1,"",""
common_words.txt,hardwire,common_ish,1,"",""
common_words.txt,hardwired,common_ish,1,"",""
common_words.txt,imagineer,common_ish,1,"",""
common_words.txt,imagineering,common_ish,1,"",""
common_words.txt,incant,common,1,"",""
common_words.txt,keto,common,1,"",""
common_words.txt,miscommunication,common,1,"",""
common_words.txt,ripoff,common,1,"",""
common_words.txt,tipoff,common,1,"",""
common_words.txt,standout,common,1,"",""
common_words.txt,standouts,common,1,"",""
common_words.txt,even,common,1,"",""
rare_words.txt,abidjan,rare,1,"",""
rare_words.txt,ane,rare,1,"",""
rare_words.txt,bataan,rare,1,"",""
rare_words.txt,bhutan,rare,1,"",""
rare_words.txt,bis,rare,1,"",""
rare_words.txt,burry,rare,1,"",""
rare_words.txt,dhahran,rare,1,"",""
rare_words.txt,fide,rare,1,"",""
rare_words.txt,gibran,rare,1,"",""
rare_words.txt,golan,rare,1,"",""
rare_words.txt,hahn,rare,1,"",""
rare_words.txt,kahn,rare,1,"",""
rare_words.txt,lausanne,rare,1,"",""
rare_words.txt,maran,rare,1,"",""
rare_words.txt,maron,rare,1,"",""
rare_words.txt,moldovan,rare,1,"",""
rare_words.txt,mon,rare,1,"",""
rare_words.txt,oran,rare,1,"",""
rare_words.txt,pon,rare,1,"",""
rare_words.txt,sonne,rare,1,"",""
rare_words.txt,sorbonne,rare,1,"",""
rare_words.txt,subacute,rare,1,"",""
rare_words.txt,urey,rare,1,"",""
rare_words.txt,xian,rare,1,"",""
rare_words.txt,zon,rare,1,"",""
random sample,needlesest,forbidden,1,"",""
random sample,needlessest,forbidden,1,"",""
random sample,exit,common,1,"",""
random sample,exits,common,1,"",""
random sample,exited,common,1,"",""
random sample,exiting,common,1,"",""
random sample,alpine,common,1,"",""
random sample,alpined,forbidden,1,"",""
random sample,alpines,rare,1,"",""
random sample,alpiner,forbidden,1,"",""
random sample,alpinest,forbidden,1,"",""
random sample,alpining,forbidden,1,"",""
random sample,success,common,1,"",""
random sample,successor,common,1,"",""
random sample,successors,common,1,"",""
random sample,succeed,common,1,"",""
random sample,succeedd,forbidden,1,"",""
random sample,succeeds,common,1,"",""
random sample,succeeded,common,1,"",""
random sample,succeeding,common,1,"",""
random sample,succeedor,forbidden,1,"",""
random sample,succeedors,forbidden,1,"",""
random sample,posse,common,1,"",""
random sample,posses,common,1,"",""
random sample,possess,common,1,"",""
random sample,possessor,common,1,"",""
random sample,possesser,forbidden,1,"",spelling variant
random sample,poseser,forbidden,1,"",""
random sample,posesor,forbidden,1,"",""
random sample,whip,common,1,"",""
random sample,whips,common,1,"",""
random sample,whipe,forbidden,1,"",""
random sample,whiping,forbidden,1,"",""
random sample,whiped,forbidden,1,"",""
random sample,whipes,forbidden,1,"",""
random sample,whipped,common,1,"",""
random sample,whipping,common,1,"",""
random sample,whippeding,forbidden,1,"",""
random sample,whippedings,forbidden,1,"",""
random sample,adore,common,1,"",""
random sample,adoration,common,1,"",""
random sample,observe,common,1,"",""
random sample,observable,common,1,"",""
random sample,observables,common,1,"",""
random sample,observeable,forbidden,1,"",""
random sample,observeables,forbidden,1,"",""
random sample,malign,common,1,"",""
random sample,maligns,common,1,"",""
random sample,maligned,common,1,"",""
random sample,maligner,rare,1,"",""
random sample,malignest,forbidden,1,"",""
random sample,malignant,common,1,"",""
random sample,malignance,common_ish,1,1,""
random sample,malignancy,common,1,"",""
random sample,malignancys,forbidden,1,"",""
random sample,malignancies,common,1,"",""
random sample,present,common,1,"",""
random sample,presents,common,1,"",""
random sample,presentss,forbidden,1,"",""
random sample,presented,common,1,"",""
random sample,presenting,common,1,"",""
random sample,presenteds,forbidden,1,"",""
random sample,presentd,forbidden,1,"",""
random sample,presentsed,forbidden,1,"",""
random sample,presentsing,forbidden,1,"",""
random sample,presentssed,forbidden,1,"",""
random sample,presentssing,forbidden,1,"",""
random sample,presence,common,1,"",""
random sample,presencing,common_ish,1,1,""
random sample,nubbin,rare,1,"",""
random sample,fealest,rare,1,"",""
random sample,byrnies,rare,1,"",""
random sample,klaas,rare,1,"",""
random sample,ecu,rare,1,"",""
random sample,brux,rare,1,"",""
random sample,disbased,rare,1,"",""
random sample,reconcile,common,1,"",""
random sample,reconciled,common,1,"",""
random sample,reconciles,common,1,"",""
random sample,reconciling,common,1,"",""
random sample,reconcils,forbidden,1,"",""
random sample,reconcilest,forbidden,1,"",""
random sample,reconcileing,forbidden,1,"",""
random sample,reconcileding,forbidden,1,"",""
random sample,reconciledest,forbidden,1,"",""
random sample,reconcilesest,forbidden,1,"",""
random sample,unreconcile,rare,1,"",""
random sample,unreconciled,rare,1,"",""
random sample,unreconciles,rare,1,"",""
random sample,pagan,common,1,"",""
random sample,paganic,rare,1,"",""
random sample,millan,rare,1,"",""
random sample,bore,common,1,"",""
random sample,bores,common,1,"",""
random sample,borest,forbidden,1,"",""
random sample,boring,common,1,"",""
random sample,boreing,forbidden,1,"",""
random sample,bored,common,1,"",""
random sample,boreding,forbidden,1,"",""
random sample,largesse,common,1,"",""
random sample,largessed,forbidden,1,"",""
random sample,gas,common,1,"",""
random sample,gases,common,1,"",""
random sample,gasses,common,1,"",""
random sample,gassed,common,1,"",""
random sample,gassing,common,1,"",""
random sample,gasser,common,1,"",""
random sample,gass,forbidden,1,"",""
random sample,gassers,forbidden,1,"",""
random sample,gasserst,forbidden,1,"",""
random sample,gaser,forbidden,1,"",""
random sample,gasers,forbidden,1,"",""
random sample,gased,forbidden,1,"",""
random sample,gaseding,forbidden,1,"",""
random sample,gasseding,forbidden,1,"",""
random sample,gassedest,forbidden,1,"",""
random sample,gasest,forbidden,1,"",""
random sample,gassest,forbidden,1,"",""
random sample,jahr,rare,1,"",""
random sample,kholop,rare,1,"",""
random sample,reard,rare,1,"",""
random sample,quagmire,common,1,"",""
random sample,persecutors,common,1,"",""
random sample,promoter,common,1,"",""
random sample,aldama,rare,1,"",""
random sample,lumbersome,rare,1,"",""
random sample,hbox,rare,1,"",""
random sample,detainee,common,1,"",""
random sample,necrophilia,common,1,"",""
random sample,necrophilias,rare,1,"",""
random sample,chairman,common,1,"",""
random sample,chairmanned,rare,1,"",""
random sample,sinned,common,1,"",""
random sample,sinneded,forbidden,1,"",""
random sample,ansible,common_ish,1,"",""
random sample,ansibles,common_ish,1,"",""
random sample,walling,common,1,"",""
random sample,yarns,common,1,"",""
random sample,poyner,rare,1,"",""
random sample,handshake,common,1,"",""
random sample,noss,rare,1,"",""
random sample,ligger,rare,1,"",""
random sample,tonsils,common,1,"",""
random sample,silencer,common,1,"",""
random sample,foal,common,1,"",""
random sample,foals,common,1,"",""
random sample,bonnor,rare,1,"",""
random sample,halva,rare,1,"",""
random sample,tacks,common,1,"",""
random sample,autocephaly,uncommon,1,"",""
random sample,brabbles,rare,1,"",""
random sample,blottoed,rare_ish,1,"",""
random sample,blitz,common,1,"",""
random sample,ding,common,1,"",""
random sample,imparts,common,1,"",""
random sample,terminations,common,1,"",""
random sample,combies,rare,1,"",""
random sample,chrysler,rare_ish,1,"",""
random sample,moralize,common,1,"",""
random sample,demoralize,common_ish,1,"",""
random sample,displays,common,1,"",""
random sample,wirehair,common_ish,1,"",""
random sample,bellies,common,1,"",""
random sample,forecast,common,1,"",""
random sample,regents,common,1,"",""
random sample,sheikhs,common,1,"",""
random sample,tirades,common,1,"",""
random sample,rebukes,common,1,"",""
random sample,lessens,common,1,"",""
random sample,townships,common,1,"",""
random sample,depart,common,1,"",""
random sample,drumstick,common,1,"",""
random sample,decline,common,1,"",""
random sample,umbrage,common_ish,1,"",""
random sample,setup,common,1,"",""
random sample,tomato,common,1,"",""
random sample,abducted,common,1,"",""
random sample,abandonment,common,1,"",""
random sample,stiletto,common,1,"",""
random sample,historians,common,1,"",""
random sample,offensives,common,1,"",""
random sample,qualified,common,1,"",""
random sample,unqualified,common_ish,1,"",""
random sample,snuck,common,1,"",""
random sample,snucks,forbidden,1,"",""
random sample,snucked,forbidden,1,"",""
random sample,snucking,forbidden,1,"",""
random sample,snuckks,forbidden,1,"",""
random sample,snuckked,forbidden,1,"",""
random sample,snuckkes,forbidden,1,"",""
random sample,snuckking,forbidden,1,"",""
random sample,sneaker,common,1,"",""
random sample,sneakker,forbidden,1,"",""
random sample,suck,common,1,"",""
random sample,sucks,common,1,"",""
random sample,sucked,common,1,"",""
random sample,sucker,common,1,"",""
random sample,suckered,common,1,"",""
random sample,suckers,common,1,"",""
random sample,suckeres,rare,1,"",""
random sample,suckering,uncommon,1,"",""
random sample,suckerring,forbidden,1,"",""
random sample,suckes,forbidden,1,"",""
random sample,sucking,common,1,"",""
random sample,suckings,uncommon,1,"",""
random sample,suckeding,forbidden,1,"",""
random sample,suckked,forbidden,1,"",""
random sample,suckkes,forbidden,1,"",""
random sample,suckking,forbidden,1,"",""
random sample,suckkeding,forbidden,1,"",""
random sample,ambulances,common,1,"",""
random sample,bleedings,common,1,"",""
random sample,rifles,common,1,"",""
random sample,unwanted,common,1,"",""
random sample,farmer,common,1,"",""
random sample,nosebleeds,common,1,"",""
random sample,ruminated,common,1,"",""
random sample,doppelgangers,common,1,"",""
random sample,hecking,common,1,"",""
random sample,teaser,common,1,"",""
random sample,revelations,common,1,"",""
random sample,rapidly,common,1,"",""
random sample,stockpiled,common,1,"",""
random sample,recitations,common,1,"",""
random sample,sew,common,1,"",""
random sample,appetizing,common,1,"",""
random sample,tangling,common,1,"",""
random sample,silhouettes,common,1,"",""
random sample,aerodynamic,common,1,"",""
random sample,mulches,common,1,"",""
random sample,orchid,common,1,"",""
random sample,weaker,common,1,"",""
random sample,linemen,common,1,"",""
random sample,chocolatey,common,1,"",""
random sample,pharisees,uncommon,1,"",""
random sample,affectation,common,1,"",""
random sample,snipped,common,1,"",""
random sample,strainer,common,1,"",""
random sample,programmedded,forbidden,1,"",""
random sample,sacristy,common_ish,1,"",""
random sample,sacristies,common_ish,1,"",""
random sample,trek,common,1,"",""
random sample,treks,common,1,"",""
random sample,trekked,common,1,"",""
random sample,trekking,common,1,"",""
random sample,treked,forbidden,1,"",""
random sample,trekes,forbidden,1,"",""
random sample,treking,forbidden,1,"",""
random sample,trekeding,forbidden,1,"",""
random sample,trekeded,forbidden,1,"",""
random sample,trekkeding,forbidden,1,"",""
random sample,trekkeded,forbidden,1,"",""
random sample,accessinged,forbidden,1,"",""
random sample,wrestle,common,1,"",""
random sample,wrestler,common,1,"",""
random sample,wrestlers,common,1,"",""
random sample,wrestles,common,1,"",""
random sample,wrestled,common,1,"",""
random sample,wrestlest,forbidden,1,"",""
random sample,wrestleder,forbidden,1,"",""
random sample,wrestledest,forbidden,1,"",""
random sample,reelinged,forbidden,1,"",""
random sample,straightened,common,1,"",""
random sample,straightener,rare_ish,1,"",""
random sample,straighteneder,forbidden,1,"",""
random sample,straightenedest,forbidden,1,"",""
random sample,stackinged,forbidden,1,"",""
random sample,stockinged,common_ish,1,"",""
random sample,imagineeringed,forbidden,1,"",""
random sample,murderinged,forbidden,1,"",""
random sample,adjoininged,forbidden,1,"",""
random sample,adjoiningged,forbidden,1,"",""
random sample,weirder,common,1,"",""
random sample,weirdder,forbidden,1,"",""
random sample,strayer,rare_ish,1,"",""
random sample,straier,forbidden,1,"",""
random sample,throwner,forbidden,1,"",""
random sample,thrownner,forbidden,1,"",""
words in cmudict but not wordfreq,cumulative,common,1,"",""
words in cmudict but not wordfreq,cumulatively,common_ish,1,"",""
words in cmudict but not wordfreq,accumulative,common_ish,1,"",""
words in cmudict but not wordfreq,accumulatively,uncommon,1,"",""
words in cmudict but not wordfreq,acid,common,1,"",""
words in cmudict but not wordfreq,acidify,common_ish,1,"",""
words in cmudict but not wordfreq,acidified,common_ish,1,"",""
words in cmudict but not wordfreq,acidifies,common_ish,1,"",""
words in cmudict but not wordfreq,backdate,common_ish,1,"",""
words in cmudict but not wordfreq,backdated,common_ish,1,"",""
words in cmudict but not wordfreq,backdates,common_ish,1,"",""
words in cmudict but not wordfreq,backdating,common_ish,1,"",""
words in cmudict but not wordfreq,backslap,common_ish,1,"",""
words in cmudict but not wordfreq,bahrain,rare,1,"",""
words in cmudict but not wordfreq,bahrains,forbidden,1,"",""
words in cmudict but not wordfreq,bahrained,forbidden,1,"",""
words in cmudict but not wordfreq,bahrainian,rare,1,"",""
words in cmudict but not wordfreq,bahrainians,rare,1,"",""
words in cmudict but not wordfreq,bahrainianed,rare,1,"",""
words in cmudict but not wordfreq,dishevel,uncommon,1,"",""
words in cmudict but not wordfreq,disheveled,common,1,"",""
words in cmudict but not wordfreq,exigent,common,1,"",""
words in cmudict but not wordfreq,exigents,uncommon,1,"",""
words in cmudict but not wordfreq,pussyfoot,common_ish,1,"",""
words in cmudict but not wordfreq,pussyfoots,common_ish,1,"",""
words in cmudict but not wordfreq,pussyfooted,common_ish,1,"",""
